v,American English,Mx4rvVizq5wpEbGdrcN5Y29ycA,LanguageDialect
v,Ann Widdecombe,Mx4rvVjntpwpEbGdrcN5Y29ycA,Politician
v,AOL Instant Messenger,Mx4rveR5tpwpEbGdrcN5Y29ycA,UserProgram
v,Arlo Guthrie,Mx4rwMRyTJwpEbGdrcN5Y29ycA,ActorInMovies
v,Badminton,Mx4rv49vb5wpEbGdrcN5Y29ycA,TeamSport
v,Blood,Mx4rvVjI8JwpEbGdrcN5Y29ycA,Blood
v,Book of Numbers,Mx4rvs6-dJwpEbGdrcN5Y29ycA,OldTestamentBook
v,Baghdad,Mx4rvVjylZwpEbGdrcN5Y29ycA,CapitalCityOfRegion
v,Council of Europe,Mx4rvcF1IpwpEbGdrcN5Y29ycA,InternationalOrganizationOfCountries
v,Connecticut,Mx4rrPJDpCTfQdeS8IqP1a0lBw,PopulatedPlace
v,Clitoris,Mx4rvVjr6ZwpEbGdrcN5Y29ycA,Clitoris
i,Cruise (automotive),Mx4rvtacVJwpEbGdrcN5Y29ycA,Cruise-Vacation
v,Dominoes,Mx4rvWQUQZwpEbGdrcN5Y29ycA,TableGame
v,Major depressive disorder,Mx4riQqkGkS3SjKyDgMdhMsm6Q,MajorDepressiveDisorder
v,Diocletian,Mx4rvVjdhJwpEbGdrcN5Y29ycA,Monarch-HeadOfState
v,Detroit (1920s NFL teams),Mx4rwI-jxJwpEbGdrcN5Y29ycA,MensSportsTeam
v,Embroidery,Mx4rvdgiqZwpEbGdrcN5Y29ycA,EmbroideryArtifact
v,MDMA,Mx4rwCTQWJwpEbGdrcN5Y29ycA,MDMA-TheStimulant
v,Fatty acid,Mx4rKvecjQAkRY6wAqkGkw-NOQ,FattyAcid
v,Frontline (U.S. TV series),Mx4rvj_X65wpEbGdrcN5Y29ycA,TVSeriesProduct
v,GNU Debugger,Mx4rvzmtx5wpEbGdrcN5Y29ycA,LocalProgram
i,Sequence,Mx4rvXgncpwpEbGdrcN5Y29ycA,CodingSequence-MolecularSegment
v,Killer whale,Mx4rvVjCW5wpEbGdrcN5Y29ycA,KillerWhale
v,Koi,Mx4rvVi76pwpEbGdrcN5Y29ycA,Carp
i,Union (Hungarian-German trade union council),Mx4rvVjkmJwpEbGdrcN5Y29ycA,County
v,Leonard Peltier,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Lake Eyre,Mx4rwQ5c_ZwpEbGdrcN5Y29ycA,FreshWaterLake
v,Morocco,Mx4rvo_7PJwpEbGdrcN5Y29ycA,MaghrebCountry
v,Mao Zedong,Mx4rvVjnc5wpEbGdrcN5Y29ycA,HeadOfState
v,Microscopium,Mx4rwPuslJwpEbGdrcN5Y29ycA,Constellation
v,Mousse,Mx4r4fJ30CcMEdaAAABQ2rksLw,Mousse
v,Nokia,Mx4rvViSTpwpEbGdrcN5Y29ycA,LargeIncorporatedBusiness
v,New Zealand Defence Force,Mx4rvV81VZwpEbGdrcN5Y29ycA,GovernmentMilitaryOrganization
v,Nuclear reactor,Mx4rwJH52JwpEbGdrcN5Y29ycA,NuclearReactor
i,Oklahoma,Mx4rvVjkmJwpEbGdrcN5Y29ycA,County
v,Paula Abdul,Mx4rvVjiz5wpEbGdrcN5Y29ycA,Singer
v,Programmer,Mx4rvVjN-JwpEbGdrcN5Y29ycA,ComputerProgrammer
v,Porsche 924,Mx4rwQjFppwpEbGdrcN5Y29ycA,Porsche924Car
v,Ryutaro Hashimoto,Mx4rvVkBhpwpEbGdrcN5Y29ycA,PrimeMinister-HeadOfGovernment
i,Robert Byrd (artist),Mx4rwQryspwpEbGdrcN5Y29ycA,PublicOfficial
v,Selenium,Mx4rvVi1L5wpEbGdrcN5Y29ycA,Selenium
v,Saint Kitts and Nevis,Mx4rvVjk55wpEbGdrcN5Y29ycA,IndependentCountry
v,Swaziland,Mx4rwTpvCZwpEbGdrcN5Y29ycA,LandlockedGeopoliticalEntity
v,Scottish Gaelic,Mx4rvVj8VZwpEbGdrcN5Y29ycA,LivingLanguage
v,Saint George,Mx4rwQCWO5wpEbGdrcN5Y29ycA,Saint
v,Stuart Little,Mx4rvViJb5wpEbGdrcN5Y29ycA,Novel-CW
v,Tuvalu,Mx4rvVjk55wpEbGdrcN5Y29ycA,IndependentCountry
v,Timor Timur,Mx4rOoP-Q2PBRByYgiFxlELVMQ,Province-Indonesia-TheNation
v,Toronto Blue Jays,Mx4rqPehzLzDQdiFNcBgOFw5vQ,MajorLeagueBaseballTeam
v,Tom Burnett,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Thermocouple,Mx4rdw5dJkONRRu319FmO1dG-Q,Thermocouple
v,Tsunami,Mx4rvV5j_JwpEbGdrcN5Y29ycA,Tsunami
i,United Nations General Assembly,Mx4rvViNy5wpEbGdrcN5Y29ycA,PoliticalOrganization
v,Uzbeks,Mx4rvVjgQZwpEbGdrcN5Y29ycA,EthnicGroupOfUzbeks
v,Vietnamese language,Mx4rvVj8VZwpEbGdrcN5Y29ycA,LivingLanguage
v,V6 engine,Mx4rvVkGPZwpEbGdrcN5Y29ycA,V6Engine
v,Wankel engine,Mx4rvVjb9pwpEbGdrcN5Y29ycA,WankelRotaryEngine
v,Wolfenstein 3D,Mx4rwQHMdpwpEbGdrcN5Y29ycA,OpenSourceComputerProgram
v,XML,Mx4rv36oXZwpEbGdrcN5Y29ycA,ComputerLanguage
v,XFS,Mx4rYhcAxzqzEdac-wACs0uFOQ,XFSFilesystem
v,United Nations Conference on Trade and Development,Mx4rvcF1IpwpEbGdrcN5Y29ycA,InternationalOrganizationOfCountries
v,Telugu language,Mx4rvVj8VZwpEbGdrcN5Y29ycA,LivingLanguage
v,Aon Center (Los Angeles),Mx4rvVjHDJwpEbGdrcN5Y29ycA,Skyscraper
v,Lehigh University,Mx4rvVjjvpwpEbGdrcN5Y29ycA,University
v,Pluto,Mx4rvVjRL5wpEbGdrcN5Y29ycA,Planet
v,Bari,Mx4rvVjnZ5wpEbGdrcN5Y29ycA,City
v,Brandy,Mx4rvlUWSJwpEbGdrcN5Y29ycA,Brandy-Liquor
v,Ionia,Mx4rvVj7_ZwpEbGdrcN5Y29ycA,Archipelago
v,Hexactinellid,Mx4rjAkpkq0WEd6eNAAhm0kILA,Hexactinellid
v,Rook (chess),Mx4rH48RORFdQJOl8XSae15kSg,Rook-ChessPiece
v,Sloop,Mx4riX_NyCrmEdqAAAACs71DGQ,Sloop
v,Georgia (country),Mx4rvVjk55wpEbGdrcN5Y29ycA,IndependentCountry
v,Walleye,Mx4r5NmDhFpHQMunIuw2O5IROA,Walleye
v,Sciaenidae,Mx4roQj8cq0WEd6eNAAhm0kILA,Sciaenidae
v,Mercedes Lackey,Mx4rv1OBhpwpEbGdrcN5Y29ycA,FantasyWriter
v,David Jason,Mx4rvVjHlJwpEbGdrcN5Y29ycA,Comedian
v,Endometriosis,Mx4rvic-n5wpEbGdrcN5Y29ycA,Endometriosis
v,Quinoa,Mx4rGaqSuUjURAel0IXeO9ywtA,Quinoa
v,San Antonio,Mx4rvVjnZ5wpEbGdrcN5Y29ycA,City
v,Stingray,Mx4rwP1LUpwpEbGdrcN5Y29ycA,StingRay
v,Friday,Mx4rvVjhpZwpEbGdrcN5Y29ycA,Friday
i,Bergen,Mx4rvVjkmJwpEbGdrcN5Y29ycA,County
v,Bangkok,Mx4rvVjylZwpEbGdrcN5Y29ycA,CapitalCityOfRegion
v,Apia,Mx4rvVjylZwpEbGdrcN5Y29ycA,CapitalCityOfRegion
v,Ulysses (spacecraft),Mx4rwRwvaZwpEbGdrcN5Y29ycA,SpaceProbe
v,The Manchurian Candidate (1962 film),Mx4rv973YpwpEbGdrcN5Y29ycA,Movie-CW
v,Peripheral,Mx4rvVjd9ZwpEbGdrcN5Y29ycA,ComputerPeripheralDevice
v,Mordecai Richler,Mx4rvVjWoZwpEbGdrcN5Y29ycA,MaleHuman
v,Philip José Farmer,Mx4rwU0CYJwpEbGdrcN5Y29ycA,ScienceFictionWriter
v,Advocate,Mx4rvVj6l5wpEbGdrcN5Y29ycA,CourtesyTitle
v,Cantabria,Mx4riWQDTq2pQuOGybwstqjpoQ,AutonomousCommunity-Spain
v,Maine Coon,Mx4rwMU9-ZwpEbGdrcN5Y29ycA,MaineCoonCat
v,BlackBerry,Mx4r-YDmXSJJQHqYqyAtvarRlQ,BlackBerry-CellPhone
v,Utah Jazz,Mx4rOKQeawmfRbCZIU_BFQ16kg,NBATeam
v,Metropolitan Area (France),Mx4rVylQ3r7qQdeO3dd51Ybqhw,MetropolitanArea
i,Henry II of France,Mx8Ngh4rY_nOYBt-QdiS5seAT9e7DQ-qaHR0cDovL2RicGVkaWEub3JnL29udG9sb2d5L0JyaXRpc2hSb3lhbHR5,"[:ResourceWithURIFn, ""http://dbpedia.org/ontology/BritishRoyalty""]"
v,Tartaric acid,Mx4r_YocVPvOQdaH_PXU5rSbqw,TartaricAcid
v,George Martin,Mx4rvVisB5wpEbGdrcN5Y29ycA,Musician
v,ESPN,Mx4rvjMrW5wpEbGdrcN5Y29ycA,CableTVNetwork
v,Le Duan,Mx4rvVjWoZwpEbGdrcN5Y29ycA,MaleHuman
v,Autograph,Mx4rvVkL5pwpEbGdrcN5Y29ycA,Autograph
v,Shigella,Mx4rvgdnpJwpEbGdrcN5Y29ycA,Shigella
v,Saved by the Bell,Mx4rvj_X65wpEbGdrcN5Y29ycA,TVSeriesProduct
v,Milk River (Alberta–Montana),Mx4rvVkHM5wpEbGdrcN5Y29ycA,River
i,Wandsworth,Mx4r6Ki-3KMNEdqAAAACs6hO_g,FirstOrderAdministrativeDivision
v,Graham Norton,Mx4rvVj_zZwpEbGdrcN5Y29ycA,Chef
v,Ammonium nitrate,Mx4rodY50O0IQdadg8A6D-1gPQ,AmmoniumNitrate
i,Balance sheet,Mx4rdKkFlsdJQV6hebrHj6ucSg,EDGARSectionType-BalanceSheet
v,Umbrian language,Mx4rvViyaJwpEbGdrcN5Y29ycA,ItalicLanguageFamily
v,Trainspotting (film),Mx4rv973YpwpEbGdrcN5Y29ycA,Movie-CW
i,Pussy,Mx4rvVkErZwpEbGdrcN5Y29ycA,DomesticCat
v,Bugle,Mx4rvVykepwpEbGdrcN5Y29ycA,Bugle
v,Grand Forks Air Force Base,Mx4roGYgsjGKEdyAAAACs6hRXg,AirForceBase-US-Grounds
v,Ghost (Dungeons & Dragons),Mx4rv4IgpZwpEbGdrcN5Y29ycA,Ghost
v,Saint Martin,Mx4rvVi7OZwpEbGdrcN5Y29ycA,Island
v,Cardioversion,Mx4rRnEpBq2TEduAAAAOpmP6tw,Cardioversion
v,Conlon Nancarrow,Mx4rP-gl0lM2QdeYPM25fxze5Q,ExperimentalMusicPerformer
v,Reindeer,Mx4rwPfntpwpEbGdrcN5Y29ycA,Reindeer
i,Oran,Mx8Ngh4rv3A7TpwpEbGdrcN5Y29ycB4rvVj6EJwpEbGdrcN5Y29ycA,"[:CityInCountryFn, :France]"
v,Insecticide,Mx4rJc3N0glrQdiE87CONd2sTA,Insecticide
v,Fomalhaut,Mx4rvVi80ZwpEbGdrcN5Y29ycA,Star
v,Paul Verlaine,Mx4rvVjWoZwpEbGdrcN5Y29ycA,MaleHuman
v,MASH (film),Mx4rwEznCJwpEbGdrcN5Y29ycA,WarMovie
v,Wiktionary,Mx4rvi9EhJwpEbGdrcN5Y29ycA,UnversionedProgram
v,Media player (software),Mx4rv1CSQ5wpEbGdrcN5Y29ycA,MediaPlayerProgram
v,Johnny Appleseed,Mx4rLHi5MCBjEdiNYwACs6hnlQ,Missionary
v,Handcuffs,Mx4rQLpxZlSCQc2rVCvCPvLcNg,Handcuffs
v,Kid A,Mx4rwLmi3JwpEbGdrcN5Y29ycA,Album-CW
v,Rubella,Mx4rwP1MrJwpEbGdrcN5Y29ycA,Rubella
v,Bonsai,Mx4roVrF9K0WEd6eNAAhm0kILA,Bonsai
v,Leica Camera,Mx4rvVjQNpwpEbGdrcN5Y29ycA,Business
v,Luxor,Mx4rvVjnZ5wpEbGdrcN5Y29ycA,City
v,Sunda Strait,Mx4rvViS15wpEbGdrcN5Y29ycA,Strait
v,Arena,Mx4rvVjtnZwpEbGdrcN5Y29ycA,Stadium
v,Interjection,Mx4rvgwDEpwpEbGdrcN5Y29ycA,Interjection-SpeechPart
v,Rhombus,Mx4rwE_puZwpEbGdrcN5Y29ycA,Rhombus
v,Pomona College,Mx4rv-_9mpwpEbGdrcN5Y29ycA,LiberalArtsCollege
v,Chytridiomycota,Mx4rvypfh5wpEbGdrcN5Y29ycA,DivisionChytridiomycota
v,The Young and the Restless,Mx4rvj_X65wpEbGdrcN5Y29ycA,TVSeriesProduct
i,Kurgan,Mx4rwTpvCZwpEbGdrcN5Y29ycA,LandlockedGeopoliticalEntity
v,Turkey Vulture,Mx4rj4KpZDGiQdieN4vgCBUrEg,TurkeyVulture
v,Tandberg,Mx4r_QItpk1AQdmXyb0GoTXPSA,TechnologyCompany
v,Nippon Telegraph and Telephone,Mx4r_QItpk1AQdmXyb0GoTXPSA,TechnologyCompany
v,McAfee,Mx4rv_2oMpwpEbGdrcN5Y29ycA,SoftwareVendor
v,Vietnam,Mx4rvVjk55wpEbGdrcN5Y29ycA,IndependentCountry
v,Nakhon Ratchasima,Mx4rvVjnZ5wpEbGdrcN5Y29ycA,City
v,United Parcel Service,Mx4r4EvD9AhxEduVMgDggVaqog,SP500-Corporation
v,Aaron Sorkin,Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor
v,Inspectah Deck,Mx4rzQXDcip_QdiIBoeuUEmDxA,Rapper
v,Washington Mutual,Mx4rhciPYghuEduVNADggVaqog,ThriftsAndMortgageFinance-SubIndustrySP
v,MacGyver,Mx4rvj_X65wpEbGdrcN5Y29ycA,TVSeriesProduct
i,Command (military formation),Mx4rvVjaxpwpEbGdrcN5Y29ycA,Command
v,Smew,Mx4rlVSeGq0WEd6eNAAhm0kILA,Smew
v,Alcorn State University,Mx4rvVjjvpwpEbGdrcN5Y29ycA,University
v,Septic tank,Mx4rvViGY5wpEbGdrcN5Y29ycA,SepticTank
v,Sleepless in Seattle,Mx4rv973YpwpEbGdrcN5Y29ycA,Movie-CW
v,Thysanura,Mx4rpzKXnK0WEd6eNAAhm0kILA,Thysanura
v,Puntland,Mx4ryv-kvNWOEdyAAADggVbxzQ,GeographicalRegion-Declared
v,Buttermilk,Mx4rwQCRT5wpEbGdrcN5Y29ycA,Buttermilk
v,Pamela Sue Martin,Mx4rvVjW5ZwpEbGdrcN5Y29ycA,FemaleHuman
v,Coconut oil,Mx4rvVitqJwpEbGdrcN5Y29ycA,CoconutOil
v,Vincent Cassel,Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor
v,Areola,Mx4rvrcOL5wpEbGdrcN5Y29ycA,Areola
v,Heidi Fleiss,Mx4rv4jyVpwpEbGdrcN5Y29ycA,Vegetarian
v,Food science,Mx4rvVi3_JwpEbGdrcN5Y29ycA,ScientificFieldOfStudy
v,Bus station,Mx4rGyB6uGbnQdichKPFIDIErQ,BusStation
v,Johnny English,Mx4rv973YpwpEbGdrcN5Y29ycA,Movie-CW
v,Northwest Conference,Mx4rvVjbp5wpEbGdrcN5Y29ycA,SportsLeague
v,Lena Horne,Mx4rvVjiz5wpEbGdrcN5Y29ycA,Singer
v,Aklan,Mx4rO_IRtlXgTOOE2gk7cHNwCg,Province-Philippines
v,Vlissingen,Mx4rvVjnZ5wpEbGdrcN5Y29ycA,City
v,Jena Malone,Mx4rvVjiz5wpEbGdrcN5Y29ycA,Singer
v,Methemoglobinemia,Mx4rn4nCxDPXSx-lAT54tOmbZg,Methemoglobinemia
v,Ashton Kutcher,Mx4rqBo-jGe7EdqAAAAOpmP6tw,FamousIndividual
v,Electric power industry,Mx8Ngh4rvhjdbZwpEbGdrcN5Y29ycB4rvVkGfJwpEbGdrcN5Y29ycA,"[:ProductionIndustryTypeFn, :Electricity]"
v,Charlie Sheen,Mx4rwMRyTJwpEbGdrcN5Y29ycA,ActorInMovies
v,Canadian Airlines,Mx4rvViq7pwpEbGdrcN5Y29ycA,AirlineCompany
v,Joy Kogawa,Mx4rvVi18JwpEbGdrcN5Y29ycA,Novelist
v,Northern Samar,Mx4rO_IRtlXgTOOE2gk7cHNwCg,Province-Philippines
v,Alice Munro,Mx4rvVjW5ZwpEbGdrcN5Y29ycA,FemaleHuman
v,Ammonium chloride,Mx4rkPebSPwjQdaPHp1Nt5KXLA,AmmoniumChloride
v,Daniel Shays,Mx4rvVjWoZwpEbGdrcN5Y29ycA,MaleHuman
i,Rainbow Six (novel),Mx4rvu0mcJwpEbGdrcN5Y29ycA,OnlineGameProgram
v,The Net (1995 film),Mx4rv4lEQZwpEbGdrcN5Y29ycA,ThrillerMovie
v,Ossetians,Mx4rv4ig4pwpEbGdrcN5Y29ycA,EthnicGroupOfOssetians
v,Caper,Mx4rvVkIrJwpEbGdrcN5Y29ycA,Caper-Plant
v,Dull day gecko,Mx4riKmDyq0WEd6eNAAhm0kILA,DullDayGecko
v,Michelle Branch,Mx4rv4jyVpwpEbGdrcN5Y29ycA,Vegetarian
v,Lara Croft,Mx4rwHKvgpwpEbGdrcN5Y29ycA,FictionalCharacter
v,National Forest (England),Mx4rOijOfMjtEduAAADggVbxzQ,NationalForest
v,Cockatiel,Mx4rwEG3qpwpEbGdrcN5Y29ycA,Cockatiel
v,Goniurosaurus,Mx4riTcdt60WEd6eNAAhm0kILA,Goniurosaurus
v,Chondrodactylus,Mx4riTdE3K0WEd6eNAAhm0kILA,Chondrodactylus
v,Blackburn with Darwen,Mx4r6Ki-3KMNEdqAAAACs6hO_g,FirstOrderAdministrativeDivision
i,Planning (Listed Buildings and Conservation Areas) Act 1990,Mx4r2M2PwI_lQdiMlK1fpHXt9w,Planning
v,Amagasaki,Mx4rwPflcJwpEbGdrcN5Y29ycA,PortCity
v,Al Davis,Mx4rvViAkpwpEbGdrcN5Y29ycA,Person
v,Elizabeth Montgomery,Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor
v,Forestay,Mx4rwQCGgpwpEbGdrcN5Y29ycA,Forestay
v,Forester,Mx4rvVjv05wpEbGdrcN5Y29ycA,Forester
v,Frozen food,Mx4rllf_ZHS7EdaAAACgyZzFrg,Frozen
v,The Streets of San Francisco,Mx4rvj_X65wpEbGdrcN5Y29ycA,TVSeriesProduct
v,Bruce Greenwood,Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actor
v,Bob Brown,Mx4rwQryspwpEbGdrcN5Y29ycA,PublicOfficial
v,Beloit Snappers,Mx8NhB4rvuAoI5wpEbGdrcN5Y29ycB4rvVkDP5wpEbGdrcN5Y29ycB4rvVj-BJwpEbGdrcN5Y29ycB4rv1fZH5wpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromFn, :BaseballTeam, :groupMembers, :MinorLeagueBaseball]"
v,Yemen Arab Republic,Mx4rvVjk55wpEbGdrcN5Y29ycA,IndependentCountry
